Tiempo,Demandas,Bloqueo,Entropia,MSI,BFR,LightPaths,Path Consecutiveness,Entr/uso,%uso,Probabilidad
1,10,0,0.571,2.381,0.0,10.0,231.548,0.0,0.008,0.001
2,3,0,0.762,3.619,0.002,13.0,227.889,0.0,0.011,0.001
3,3,0,1.048,5.476,0.004,16.0,209.535,0.016,0.015,0.001
4,3,0,1.238,8.476,0.008,19.0,197.564,0.089,0.021,0.001
5,4,0,1.667,10.429,0.009,23.0,174.61,0.214,0.026,0.0
6,7,0,2.238,15.952,0.015,29.0,152.671,0.463,0.039,0.0
7,5,0,2.524,19.952,0.021,34.0,139.654,0.743,0.046,0.0
8,5,0,2.952,24.0,0.033,38.0,126.593,0.971,0.05,0.0
9,5,0,3.524,31.857,0.054,42.0,104.632,1.333,0.06,0.0
10,3,0,3.81,35.381,0.063,45.0,101.712,1.551,0.064,0.0
11,6,0,3.571,36.524,0.06,51.0,110.847,1.548,0.07,0.0
12,9,0,3.857,41.905,0.066,59.0,91.504,2.006,0.082,0.0
13,4,0,4.0,43.905,0.065,63.0,87.704,2.249,0.089,0.0
14,4,0,4.095,45.238,0.065,67.0,86.572,2.327,0.092,0.0
15,3,0,4.19,45.714,0.062,70.0,80.517,2.492,0.096,0.0
16,8,0,4.905,52.905,0.085,77.0,66.807,3.202,0.103,0.0
17,4,0,5.286,61.0,0.109,81.0,59.937,4.007,0.112,0.0
18,4,0,5.571,63.238,0.109,85.0,57.018,4.45,0.119,0.0
19,7,0,6.095,68.81,0.119,91.0,46.845,5.935,0.13,0.0
20,8,0,6.667,73.381,0.128,98.0,41.462,6.867,0.138,0.0
21,3,0,6.952,75.857,0.141,98.0,42.285,7.047,0.138,0.0
22,3,0,7.238,77.952,0.152,98.0,40.231,7.5,0.138,0.0
23,3,0,7.429,80.286,0.159,101.0,38.771,8.132,0.142,0.0
24,3,0,7.429,80.571,0.156,104.0,38.153,8.121,0.145,0.0
25,5,0,7.714,87.857,0.177,108.0,35.096,8.683,0.156,0.0
26,6,0,7.524,89.19,0.176,113.0,34.394,8.664,0.161,0.0
27,8,0,8.286,97.667,0.199,119.0,30.425,10.009,0.174,0.0
28,6,0,8.476,100.857,0.201,125.0,28.651,11.189,0.183,0.0
29,3,0,8.476,102.048,0.204,127.0,27.867,11.828,0.186,0.0
30,3,0,8.381,102.667,0.202,130.0,27.821,11.835,0.189,0.0
31,5,0,9.048,103.143,0.208,130.0,25.182,12.641,0.187,0.0
32,8,0,9.429,110.571,0.238,137.0,22.916,12.968,0.195,0.0
33,3,0,9.905,115.476,0.256,139.0,21.297,14.105,0.2,0.0
34,4,0,10.286,120.19,0.277,143.0,20.156,15.064,0.204,0.0
35,6,0,10.857,126.571,0.303,148.0,18.76,16.517,0.214,0.001
36,3,0,10.857,127.048,0.3,151.0,18.322,17.119,0.218,0.001
37,9,0,11.429,127.048,0.284,157.0,17.499,19.515,0.228,0.001
38,0,0,11.619,127.048,0.291,154.0,17.553,19.256,0.224,0.001
39,6,0,12.19,127.714,0.293,157.0,17.363,20.08,0.225,0.001
40,2,0,12.095,128.571,0.293,159.0,17.326,20.237,0.229,0.001
41,2,0,12.095,128.571,0.292,161.0,17.132,20.268,0.229,0.001
42,3,0,12.19,128.571,0.294,162.0,17.295,20.489,0.228,0.001
43,7,0,12.095,124.667,0.258,168.0,17.069,20.886,0.234,0.001
44,7,0,12.19,127.81,0.27,173.0,17.473,21.722,0.24,0.001
45,4,0,12.571,130.81,0.292,175.0,16.705,22.749,0.238,0.001
46,8,0,12.81,133.476,0.298,180.0,15.898,23.003,0.245,0.001
47,3,0,13.095,133.714,0.296,179.0,15.087,23.598,0.247,0.001
48,10,0,13.571,141.619,0.326,187.0,13.293,24.972,0.261,0.002
49,8,0,14.524,151.381,0.38,192.0,11.127,29.284,0.27,0.003
50,2,0,15.095,151.381,0.391,190.0,11.022,29.681,0.264,0.003
51,7,0,15.19,152.095,0.382,196.0,10.613,30.794,0.272,0.003
52,4,0,15.19,152.238,0.387,198.0,10.625,31.327,0.271,0.003
53,6,0,15.667,153.476,0.391,202.0,10.069,33.2,0.275,0.004
54,2,0,15.571,154.048,0.393,203.0,10.066,33.022,0.276,0.004
55,5,0,16.048,157.381,0.421,204.0,9.866,33.095,0.277,0.005
56,6,0,16.048,158.429,0.418,209.0,9.621,33.645,0.282,0.005
57,5,0,16.476,161.143,0.434,212.0,9.318,34.613,0.286,0.006
58,5,0,16.952,162.952,0.436,215.0,8.766,37.508,0.294,0.008
59,7,0,17.238,164.476,0.44,218.0,8.571,39.04,0.297,0.009
60,8,0,17.619,167.143,0.451,224.0,8.289,39.614,0.302,0.011
61,1,0,17.81,168.762,0.473,221.0,8.382,39.327,0.297,0.011
62,6,0,17.619,168.952,0.464,225.0,8.101,39.566,0.302,0.011
63,6,0,17.524,169.381,0.463,228.0,8.041,39.565,0.306,0.011
64,5,0,18.0,171.667,0.475,231.0,7.784,41.255,0.312,0.014
65,3,0,18.0,171.667,0.473,230.0,7.762,41.645,0.313,0.014
66,7,0,18.095,173.048,0.482,235.0,7.7,42.039,0.314,0.015
67,3,0,18.381,175.048,0.496,235.0,7.569,43.496,0.315,0.016
68,6,0,19.238,181.524,0.526,238.0,7.197,45.01,0.319,0.022
69,6,0,19.714,189.0,0.572,242.0,6.565,48.355,0.328,0.028
70,5,0,20.19,191.905,0.583,244.0,6.128,50.107,0.333,0.035
71,8,0,20.571,193.0,0.586,252.0,5.722,52.003,0.343,0.044
72,8,0,20.857,199.238,0.614,257.0,5.475,53.629,0.348,0.051
73,5,0,20.571,200.524,0.634,257.0,5.507,53.313,0.347,0.046
74,6,0,20.667,202.143,0.647,258.0,5.414,53.682,0.349,0.049
75,7,0,20.524,204.476,0.653,262.0,5.321,53.511,0.354,0.05
76,5,0,20.429,204.476,0.645,264.0,4.988,54.675,0.358,0.051
77,5,0,20.429,204.476,0.638,266.0,4.903,54.488,0.36,0.052
78,5,0,20.905,204.524,0.646,268.0,4.808,55.127,0.357,0.058
79,3,0,20.905,205.667,0.641,268.0,4.749,54.761,0.361,0.061
80,3,0,20.81,206.762,0.641,271.0,4.711,55.419,0.364,0.062
81,2,0,20.476,206.762,0.633,269.0,4.886,53.839,0.357,0.051
82,3,0,20.952,208.429,0.652,269.0,4.809,54.133,0.355,0.057
83,8,0,20.762,210.667,0.669,275.0,4.75,54.792,0.361,0.058
84,2,0,20.762,210.952,0.672,275.0,4.745,54.575,0.361,0.058
85,6,0,20.667,212.571,0.67,279.0,4.531,55.844,0.37,0.064
86,5,0,20.857,217.095,0.656,282.0,4.38,57.69,0.376,0.073
87,5,0,21.429,218.571,0.669,281.0,3.971,61.142,0.382,0.091
88,4,0,21.524,220.0,0.663,284.0,3.799,62.512,0.391,0.106
89,9,0,22.524,225.857,0.67,291.0,3.473,67.238,0.401,0.157
90,5,0,23.0,225.619,0.684,292.0,3.416,67.904,0.402,0.179
91,3,0,23.524,225.905,0.692,290.0,3.428,68.593,0.399,0.197
92,5,1,23.619,225.905,0.687,289.0,3.47,67.456,0.401,0.206
93,5,1,24.048,226.048,0.683,286.0,3.389,68.718,0.397,0.219
94,5,0,24.524,226.381,0.688,288.0,3.478,68.4,0.399,0.252
95,5,0,24.905,226.381,0.687,290.0,3.326,69.646,0.404,0.29
96,1,0,25.0,226.381,0.691,287.0,3.519,68.075,0.401,0.287
97,5,0,25.19,228.0,0.72,289.0,3.613,68.163,0.403,0.305
98,3,0,25.952,230.952,0.732,288.0,3.47,70.635,0.406,0.367
99,5,0,26.048,231.095,0.733,290.0,3.442,70.743,0.407,0.378
100,5,1,26.143,231.095,0.733,292.0,3.325,70.908,0.412,0.402
101,4,1,26.714,231.095,0.753,291.0,3.168,72.99,0.411,0.44
102,7,0,26.905,234.619,0.735,295.0,2.94,75.66,0.416,0.472
103,4,0,27.095,234.619,0.743,293.0,3.104,74.33,0.413,0.476
104,4,1,27.762,234.619,0.758,291.0,3.06,76.589,0.411,0.52
105,5,1,27.952,235.429,0.776,291.0,2.883,78.189,0.414,0.544
106,4,2,28.048,235.286,0.773,287.0,2.918,78.018,0.408,0.529
107,2,0,27.857,233.19,0.775,285.0,2.898,78.004,0.404,0.499
108,8,0,27.857,233.19,0.776,289.0,2.803,79.045,0.409,0.518
109,2,0,28.19,235.762,0.775,286.0,2.82,78.888,0.407,0.538
110,3,0,28.429,235.762,0.769,285.0,2.92,79.32,0.404,0.547
111,5,0,29.19,235.762,0.775,286.0,2.674,83.431,0.407,0.611
112,6,0,28.81,235.762,0.773,290.0,2.609,84.733,0.412,0.603
113,7,0,28.571,235.762,0.772,292.0,2.882,80.939,0.403,0.552
114,2,0,28.0,235.762,0.774,288.0,3.025,79.438,0.399,0.495
115,5,0,28.095,235.762,0.775,288.0,3.169,79.449,0.397,0.496
116,6,1,27.905,235.762,0.781,289.0,3.112,78.469,0.399,0.487
117,4,0,27.81,235.762,0.768,289.0,3.167,77.312,0.392,0.456
118,2,0,27.81,235.762,0.769,286.0,3.35,75.223,0.388,0.44
119,8,1,27.905,235.762,0.762,291.0,3.097,76.255,0.397,0.481
120,4,0,28.0,235.762,0.763,292.0,3.129,75.534,0.396,0.485
121,4,0,28.095,235.762,0.765,291.0,3.205,75.021,0.39,0.47
122,9,1,27.81,236.095,0.759,296.0,2.911,77.661,0.401,0.484
123,5,0,28.286,236.095,0.761,296.0,2.851,78.415,0.403,0.531
124,6,0,28.19,236.095,0.763,297.0,2.975,76.073,0.403,0.523
125,4,0,28.19,236.095,0.774,297.0,3.084,76.348,0.399,0.51
126,5,0,28.095,236.095,0.761,301.0,2.946,78.303,0.401,0.51
127,4,0,28.095,236.095,0.759,303.0,2.982,78.091,0.401,0.508
128,9,1,28.381,236.095,0.776,306.0,2.773,80.716,0.41,0.564
129,8,2,28.667,236.095,0.778,308.0,2.809,79.986,0.411,0.588
130,5,0,28.762,236.095,0.776,310.0,2.686,80.197,0.415,0.608
131,6,1,28.857,236.095,0.792,314.0,2.615,80.658,0.421,0.636
132,7,1,28.667,236.095,0.791,317.0,2.522,81.443,0.428,0.644
133,6,2,28.762,236.095,0.789,319.0,2.507,81.647,0.43,0.657
134,5,0,29.333,236.095,0.783,318.0,2.393,85.548,0.429,0.693
135,6,0,29.429,236.095,0.784,323.0,2.204,87.636,0.436,0.721
136,5,0,30.095,236.095,0.786,323.0,2.264,88.108,0.433,0.751
137,4,2,30.095,236.095,0.786,322.0,2.295,87.244,0.433,0.752
138,5,0,30.381,236.095,0.788,325.0,2.275,88.232,0.432,0.765
139,8,2,29.905,236.095,0.784,330.0,2.212,88.08,0.436,0.748
140,7,1,30.286,236.095,0.793,331.0,2.156,89.132,0.433,0.762
141,8,2,30.19,236.095,0.794,335.0,2.232,88.468,0.437,0.767
142,5,1,30.095,236.667,0.8,336.0,2.101,89.102,0.44,0.769
143,11,2,30.667,236.667,0.805,335.0,2.101,90.031,0.438,0.794
144,7,2,30.952,236.667,0.804,338.0,2.008,91.529,0.442,0.818
145,5,2,30.762,236.667,0.802,336.0,1.976,92.281,0.442,0.809
146,7,1,30.476,236.667,0.798,338.0,1.909,92.149,0.442,0.793
147,6,3,30.762,236.667,0.8,339.0,1.877,92.822,0.442,0.808
148,5,2,31.048,236.667,0.796,338.0,1.859,93.576,0.442,0.821
149,5,1,30.667,236.0,0.786,337.0,1.975,91.762,0.439,0.796
150,8,1,31.143,235.286,0.795,340.0,1.882,93.24,0.439,0.819
151,2,0,32.095,235.286,0.795,337.0,1.81,96.185,0.438,0.858
152,11,2,32.095,236.0,0.799,342.0,1.645,97.183,0.445,0.869
153,2,0,32.0,236.0,0.796,340.0,1.653,97.124,0.443,0.862
154,2,0,32.0,236.0,0.797,338.0,1.705,95.406,0.438,0.853
155,4,1,32.476,235.429,0.794,337.0,1.68,96.382,0.435,0.866
156,4,0,32.476,234.714,0.793,339.0,1.659,96.872,0.436,0.867
157,8,3,32.0,235.381,0.804,336.0,1.74,95.538,0.436,0.85
158,4,2,31.952,235.952,0.801,336.0,1.702,96.436,0.439,0.852
159,5,1,31.762,236.286,0.803,337.0,1.721,96.241,0.437,0.842
160,4,1,32.429,236.286,0.805,333.0,1.739,97.009,0.432,0.859
161,5,1,32.905,236.286,0.801,328.0,1.806,96.123,0.424,0.863
162,1,0,33.381,235.714,0.799,323.0,1.871,96.042,0.419,0.872
163,3,0,33.095,234.238,0.808,320.0,1.975,92.385,0.414,0.852
164,4,0,33.286,234.238,0.807,318.0,1.994,93.066,0.413,0.858
165,4,0,33.571,234.238,0.8,319.0,2.021,92.89,0.415,0.871
166,4,0,33.095,234.238,0.81,317.0,2.088,91.337,0.409,0.844
167,2,0,33.095,233.524,0.814,315.0,2.279,87.317,0.404,0.834
168,4,1,33.095,233.524,0.814,314.0,2.289,88.689,0.401,0.829
169,5,0,32.619,233.524,0.812,317.0,2.317,87.082,0.403,0.812
170,5,0,32.714,233.524,0.811,322.0,2.227,88.102,0.411,0.831
171,2,0,32.619,233.524,0.807,320.0,2.263,87.245,0.408,0.822
172,3,1,32.905,233.333,0.811,316.0,2.358,86.848,0.403,0.825
173,8,1,32.762,234.095,0.816,315.0,2.442,86.601,0.399,0.808
174,3,0,33.143,234.095,0.817,315.0,2.421,87.617,0.398,0.825
175,5,0,33.333,234.762,0.816,319.0,2.358,89.29,0.403,0.843
176,2,0,33.333,234.81,0.812,315.0,2.475,88.467,0.395,0.828
177,5,0,33.81,235.0,0.816,311.0,2.489,89.745,0.391,0.839
178,6,1,33.571,234.667,0.81,309.0,2.548,88.346,0.387,0.821
179,6,1,33.19,234.762,0.808,309.0,2.589,87.21,0.382,0.791
180,2,0,33.0,234.762,0.81,303.0,2.715,85.02,0.376,0.766
181,5,0,32.619,234.762,0.792,302.0,2.74,84.571,0.376,0.744
182,7,0,32.429,234.762,0.796,305.0,2.753,84.583,0.38,0.745
183,2,0,32.476,234.762,0.799,303.0,2.846,83.518,0.375,0.732
184,10,0,32.857,234.762,0.8,311.0,2.648,87.746,0.382,0.774
185,8,0,33.143,235.905,0.799,317.0,2.406,92.677,0.387,0.801
186,2,0,32.857,235.905,0.786,315.0,2.447,90.782,0.382,0.773
187,7,0,32.857,235.905,0.782,319.0,2.345,91.496,0.389,0.791
188,5,0,32.762,235.905,0.784,321.0,2.333,91.888,0.391,0.789
189,3,0,32.952,235.905,0.786,318.0,2.343,92.023,0.39,0.797
190,8,2,33.429,236.048,0.79,321.0,2.187,96.075,0.395,0.831
191,1,0,33.238,236.048,0.789,322.0,2.183,95.747,0.397,0.824
192,6,0,33.048,236.048,0.781,324.0,2.116,95.915,0.403,0.829
193,6,1,32.667,236.048,0.787,328.0,2.082,95.401,0.409,0.825
194,7,1,32.476,236.048,0.783,332.0,1.983,97.452,0.415,0.828
195,8,3,32.381,236.048,0.786,329.0,1.981,96.411,0.414,0.822
196,5,1,32.524,236.048,0.792,327.0,2.036,95.796,0.411,0.823
197,2,1,32.429,236.048,0.796,326.0,2.078,93.95,0.411,0.818
198,7,1,32.095,236.048,0.794,325.0,2.196,91.09,0.405,0.789
199,4,0,32.048,236.095,0.792,327.0,2.153,91.086,0.408,0.793
200,2,1,32.143,236.095,0.793,328.0,2.134,91.877,0.411,0.805
201,2,0,32.619,236.095,0.8,327.0,2.072,93.404,0.413,0.831
202,5,0,32.524,236.095,0.798,328.0,2.136,92.629,0.409,0.818
203,4,1,32.714,236.095,0.799,330.0,2.097,93.151,0.411,0.83
204,5,1,32.81,236.095,0.803,331.0,2.055,94.415,0.414,0.841
205,6,2,32.429,236.095,0.796,333.0,2.058,92.582,0.414,0.824
206,5,0,32.714,236.095,0.795,330.0,2.176,91.185,0.405,0.82
207,4,0,33.0,236.095,0.793,331.0,2.069,93.693,0.409,0.84
208,4,0,32.619,236.095,0.787,333.0,2.06,93.916,0.412,0.828
209,3,0,32.714,236.095,0.786,335.0,2.029,94.965,0.414,0.838
210,12,1,33.476,236.571,0.788,342.0,1.905,98.423,0.421,0.878
211,6,0,33.667,238.19,0.792,342.0,1.994,99.444,0.416,0.877
212,3,0,33.429,238.19,0.787,341.0,2.044,98.596,0.412,0.862
213,5,0,33.81,238.19,0.786,345.0,1.996,99.502,0.414,0.878
214,1,0,33.857,238.19,0.773,339.0,2.083,100.153,0.408,0.87
215,1,0,33.476,238.19,0.769,331.0,2.271,97.143,0.398,0.838
216,2,0,33.381,238.19,0.767,331.0,2.293,96.437,0.398,0.834
217,5,0,33.095,238.19,0.777,329.0,2.364,93.967,0.392,0.809
218,4,0,32.714,238.19,0.77,328.0,2.395,92.933,0.392,0.789
219,7,1,32.905,238.19,0.774,327.0,2.396,95.102,0.392,0.8
220,4,0,33.0,238.19,0.772,330.0,2.343,95.617,0.395,0.811
221,6,0,33.476,238.19,0.776,333.0,2.253,98.314,0.401,0.845
222,5,1,33.524,238.19,0.775,335.0,2.233,98.628,0.403,0.851
223,3,0,33.286,238.19,0.773,327.0,2.38,95.308,0.393,0.82
224,5,2,32.905,238.19,0.78,319.0,2.718,89.494,0.384,0.782
225,7,0,32.619,238.19,0.782,322.0,2.683,88.951,0.387,0.774
226,10,1,32.429,238.19,0.779,327.0,2.648,89.138,0.391,0.773
227,5,0,32.571,238.19,0.778,331.0,2.554,89.827,0.396,0.792
228,5,1,32.524,238.19,0.793,330.0,2.541,89.415,0.399,0.798
229,4,1,32.19,238.19,0.789,331.0,2.486,88.838,0.403,0.791
230,4,1,32.19,238.19,0.797,328.0,2.462,89.071,0.401,0.785
231,2,1,32.048,237.952,0.796,324.0,2.498,89.088,0.397,0.767
232,3,0,32.238,237.952,0.797,323.0,2.575,89.678,0.394,0.771
233,6,0,32.095,237.952,0.789,325.0,2.558,88.516,0.396,0.767
234,2,0,31.905,237.333,0.788,325.0,2.543,87.65,0.397,0.759
235,1,0,32.095,237.333,0.787,322.0,2.575,87.757,0.394,0.763
236,1,1,32.19,237.333,0.787,317.0,2.785,85.186,0.388,0.753
237,5,0,32.19,237.333,0.781,317.0,2.639,86.022,0.392,0.762
238,3,1,32.381,237.333,0.779,313.0,2.741,85.107,0.387,0.76
239,3,0,32.048,237.333,0.78,312.0,2.615,85.707,0.389,0.746
240,4,0,32.429,237.333,0.779,315.0,2.569,87.243,0.39,0.771
241,6,0,31.667,237.333,0.779,318.0,2.509,87.699,0.392,0.731
242,8,1,31.143,237.333,0.777,320.0,2.6,84.533,0.392,0.699
243,4,1,31.619,237.333,0.776,319.0,2.657,85.92,0.386,0.71
244,8,1,31.714,237.333,0.775,322.0,2.464,88.503,0.394,0.738
245,3,0,31.714,237.333,0.772,319.0,2.556,87.025,0.388,0.724
246,6,1,31.762,237.333,0.771,318.0,2.575,87.28,0.387,0.722
247,10,0,31.571,237.333,0.771,328.0,2.461,89.743,0.398,0.743
248,7,0,31.571,237.333,0.771,333.0,2.37,90.43,0.402,0.753
249,7,0,31.476,237.333,0.769,336.0,2.361,90.223,0.403,0.75
250,6,0,31.571,237.333,0.771,338.0,2.312,90.289,0.406,0.763
251,5,1,31.476,237.095,0.783,338.0,2.27,91.262,0.408,0.762
252,5,1,31.571,237.095,0.787,339.0,2.208,92.166,0.411,0.776
253,4,2,31.619,237.095,0.789,336.0,2.202,91.634,0.408,0.77
254,3,1,31.762,237.0,0.79,336.0,2.157,92.175,0.409,0.78
255,7,1,31.571,237.0,0.806,341.0,2.028,93.517,0.415,0.786
256,6,0,31.143,237.0,0.8,339.0,2.186,91.769,0.409,0.747
257,3,0,30.952,237.0,0.799,337.0,2.15,92.495,0.409,0.734
258,3,1,31.143,237.0,0.801,336.0,2.181,92.112,0.408,0.745
259,2,0,31.238,237.0,0.8,335.0,2.186,92.655,0.409,0.753
260,3,0,31.333,237.0,0.803,333.0,2.261,92.623,0.405,0.748
261,7,0,31.81,237.0,0.811,335.0,2.111,95.717,0.41,0.786
262,3,0,31.714,237.0,0.805,335.0,2.166,93.565,0.406,0.771
263,8,1,31.905,237.0,0.806,337.0,2.062,94.976,0.413,0.798
264,3,0,31.81,237.0,0.805,340.0,2.01,95.228,0.417,0.802
265,2,1,32.286,235.476,0.818,335.0,2.073,95.453,0.409,0.807
266,5,2,32.619,236.429,0.814,333.0,1.981,97.976,0.414,0.832
267,5,1,32.667,237.619,0.816,333.0,1.98,98.195,0.415,0.837
268,7,2,32.667,237.619,0.815,332.0,1.974,97.654,0.415,0.837
269,4,2,32.333,238.048,0.794,326.0,2.134,94.944,0.407,0.806
270,3,2,32.333,238.048,0.782,322.0,2.257,93.999,0.402,0.794
271,5,2,32.619,238.048,0.785,319.0,2.246,95.689,0.401,0.806
272,3,0,32.333,238.048,0.782,317.0,2.322,92.993,0.399,0.786
273,9,1,32.667,238.048,0.784,317.0,2.294,94.331,0.398,0.802
274,5,0,32.667,238.048,0.793,319.0,2.158,96.294,0.406,0.82
275,4,1,33.143,237.81,0.799,316.0,2.201,96.311,0.401,0.829
276,3,1,33.048,237.81,0.801,316.0,2.218,96.34,0.401,0.825
277,7,0,32.381,237.81,0.786,321.0,2.208,95.819,0.403,0.799
278,6,1,32.952,237.857,0.789,322.0,2.216,95.117,0.4,0.818
279,6,2,32.762,237.857,0.794,325.0,2.123,96.729,0.406,0.824
280,5,0,32.81,238.0,0.792,327.0,2.064,96.87,0.408,0.83
281,5,0,32.667,238.0,0.795,325.0,2.067,95.172,0.409,0.825
282,6,1,32.952,238.0,0.792,328.0,1.966,96.853,0.415,0.85
283,0,0,32.81,238.0,0.786,320.0,2.05,95.307,0.408,0.829
284,2,0,32.619,238.0,0.788,315.0,2.201,92.17,0.401,0.805
285,5,0,33.286,238.0,0.784,311.0,2.339,92.085,0.387,0.807
286,7,0,33.667,238.0,0.8,315.0,2.12,95.848,0.398,0.845
287,7,0,34.048,238.0,0.8,319.0,1.968,99.013,0.404,0.871
288,4,0,34.333,238.0,0.802,319.0,1.984,97.664,0.402,0.877
289,6,2,34.667,237.905,0.811,316.0,1.923,100.52,0.401,0.887
290,8,1,34.762,237.905,0.817,317.0,1.92,99.863,0.402,0.89
291,3,0,34.286,237.905,0.81,314.0,1.964,98.675,0.401,0.874
292,6,0,34.143,237.905,0.814,315.0,2.04,97.013,0.398,0.863
293,3,1,33.857,237.905,0.81,314.0,2.163,94.62,0.395,0.849
294,0,0,33.667,237.905,0.809,309.0,2.253,93.286,0.389,0.829
295,5,2,33.857,237.905,0.806,309.0,2.276,94.038,0.388,0.834
296,4,0,34.048,237.905,0.815,312.0,2.165,95.108,0.394,0.854
297,8,0,34.429,237.905,0.819,315.0,2.067,96.039,0.398,0.873
298,4,0,34.286,237.905,0.819,315.0,2.149,94.207,0.39,0.856
299,4,0,34.381,237.905,0.831,311.0,2.161,93.973,0.393,0.864
300,8,0,33.905,237.905,0.816,314.0,2.168,94.94,0.394,0.847
301,5,2,34.095,237.905,0.814,310.0,2.283,93.904,0.385,0.838
302,6,1,33.952,237.905,0.81,313.0,2.173,95.888,0.39,0.843
303,3,0,34.286,237.905,0.811,313.0,2.234,94.539,0.389,0.853
304,4,0,34.095,237.905,0.8,314.0,2.346,92.637,0.387,0.843
305,6,0,34.19,237.619,0.803,318.0,2.232,93.141,0.392,0.856
306,3,0,34.19,237.619,0.803,321.0,2.172,93.921,0.397,0.864
307,4,1,34.571,237.619,0.808,322.0,2.139,96.325,0.399,0.881
308,2,0,34.381,237.619,0.798,316.0,2.434,91.576,0.388,0.856
309,5,0,34.286,237.619,0.794,319.0,2.408,91.38,0.39,0.856
310,2,0,34.0,237.619,0.79,319.0,2.493,90.788,0.388,0.841
311,6,1,33.714,237.619,0.788,323.0,2.456,90.124,0.391,0.835
312,3,1,33.81,237.619,0.785,323.0,2.381,92.635,0.394,0.844
313,7,2,33.619,236.19,0.795,324.0,2.314,93.707,0.397,0.843
314,6,0,33.238,236.381,0.793,328.0,2.361,92.058,0.396,0.824
315,7,1,33.333,236.381,0.801,328.0,2.223,93.33,0.401,0.838
316,6,0,33.714,236.381,0.806,331.0,2.129,94.484,0.405,0.861
317,4,0,33.714,236.381,0.806,331.0,2.096,95.164,0.404,0.858
318,6,0,33.714,237.429,0.806,333.0,2.053,95.772,0.408,0.865
319,3,0,33.619,237.429,0.804,334.0,2.078,96.121,0.405,0.857
320,2,0,33.81,237.429,0.806,332.0,2.154,95.091,0.4,0.855
321,2,1,33.905,237.429,0.798,327.0,2.273,93.904,0.392,0.845
322,8,0,33.619,237.429,0.8,332.0,2.23,94.512,0.396,0.84
323,6,0,33.619,237.524,0.799,334.0,2.124,94.534,0.401,0.85
324,3,0,33.714,237.524,0.8,331.0,2.252,95.181,0.396,0.845
325,4,0,33.524,237.524,0.801,331.0,2.244,94.652,0.397,0.839
326,9,1,33.714,237.524,0.8,339.0,2.057,98.634,0.407,0.863
327,5,0,33.143,237.048,0.801,342.0,2.049,97.183,0.409,0.845
328,4,0,33.238,237.048,0.796,343.0,1.961,100.418,0.413,0.856
329,5,1,33.524,237.048,0.798,344.0,1.916,101.065,0.415,0.87
330,6,2,33.714,237.048,0.805,345.0,1.876,102.905,0.418,0.881
331,4,1,33.714,237.048,0.804,346.0,1.858,103.166,0.419,0.882
332,4,0,33.619,237.048,0.805,344.0,1.923,102.99,0.415,0.873
333,3,1,33.714,237.048,0.806,341.0,1.976,102.631,0.413,0.873
334,6,0,33.714,237.048,0.811,345.0,1.863,106.41,0.42,0.884
335,12,1,33.952,237.048,0.814,350.0,1.813,107.408,0.425,0.899
336,5,0,33.762,235.905,0.817,352.0,1.859,104.908,0.422,0.889
